iter,T,current_cost,best_cost,feasible_best
407,5.0700268737660235,1277243.4600000002,1277243.4600000002,1
408,5.019326605028363,1277243.4600000002,1277243.4600000002,1
409,4.96913333897808,1277243.4600000002,1277243.4600000002,1
410,4.919442005588299,1277243.4600000002,1277243.4600000002,1
411,4.870247585532415,1277243.4600000002,1277243.4600000002,1
412,4.821545109677091,1277243.4600000002,1277243.4600000002,1
413,4.7733296585803195,1277243.4600000002,1277243.4600000002,1
414,4.7255963619945165,1277243.4600000002,1277243.4600000002,1
415,4.678340398374571,1277243.4600000002,1277243.4600000002,1
416,4.6315569943908255,1277243.4600000002,1277243.4600000002,1
417,4.5852414244469175,1277243.4600000002,1277243.4600000002,1
418,4.539389010202449,1277243.4600000002,1277243.4600000002,1
419,4.493995120100424,1277243.4600000002,1277243.4600000002,1
420,4.449055168899419,1277243.4600000002,1277243.4600000002,1
421,4.404564617210425,1277243.4600000002,1277243.4600000002,1
422,4.360518971038321,1274464.0,1274464.0,1
423,4.316913781327938,1274464.0,1274464.0,1
424,4.273744643514658,1274464.0,1274464.0,1
425,4.231007197079512,1274464.0,1274464.0,1
426,4.188697125108717,1274464.0,1274464.0,1
427,4.146810153857629,1274464.0,1274464.0,1
428,4.1053420523190525,1274464.0,1274464.0,1
429,4.064288631795862,1274464.0,1274464.0,1
430,4.0236457454779035,1274464.0,1274464.0,1
431,3.9834092880231244,1274464.0,1274464.0,1
432,3.943575195142893,1274464.0,1274464.0,1
433,3.904139443191464,1274464.0,1274464.0,1
434,3.8650980487595494,1274464.0,1274464.0,1
435,3.826447068271954,1273011.78,1273011.78,1
436,3.788182597589234,1273011.78,1273011.78,1
437,3.750300771613342,1273011.78,1273011.78,1
438,3.7127977638972083,1273011.78,1273011.78,1
439,3.6756697862582364,1273011.78,1273011.78,1
440,3.638913088395654,1273011.78,1273011.78,1
441,3.602523957511697,1273011.78,1273011.78,1
442,3.56649871793658,1273011.78,1273011.78,1
443,3.530833730757214,1273011.78,1273011.78,1
444,3.495525393449642,1273011.78,1273011.78,1
445,3.4605701395151454,1273011.78,1273011.78,1
446,3.425964438119994,1273011.78,1273011.78,1
447,3.391704793738794,1273011.78,1273011.78,1
448,3.357787745801406,1273011.78,1273011.78,1
449,3.324209868343392,1273011.78,1273011.78,1
450,3.290967769659958,1273011.78,1273011.78,1
451,3.2580580919633584,1273011.78,1273011.78,1
452,3.225477511043725,1273011.78,1273011.78,1
453,3.1932227359332876,1273011.78,1273011.78,1
454,3.1612905085739547,1273011.78,1273011.78,1
455,3.129677603488215,1273011.78,1273011.78,1
456,3.0983808274533327,1273011.78,1273011.78,1
457,3.067397019178799,1273011.78,1273011.78,1
458,3.036723048987011,1273011.78,1273011.78,1
459,3.006355818497141,1273011.78,1273011.78,1
460,2.9762922603121695,1273011.78,1273011.78,1
461,2.946529337709048,1273011.78,1273011.78,1
462,2.917064044331957,1273011.78,1273011.78,1
463,2.8878934038886377,1273011.78,1273011.78,1
464,2.8590144698497513,1273011.78,1273011.78,1
465,2.8304243251512538,1273011.78,1273011.78,1
466,2.802120081899741,1273011.78,1273011.78,1
467,2.774098881080744,1273011.78,1273011.78,1
468,2.7463578922699363,1273011.78,1273011.78,1
469,2.7188943133472367,1273011.78,1273011.78,1
470,2.6917053702137643,1273011.78,1273011.78,1
471,2.664788316511627,1273011.78,1273011.78,1
472,2.6381404333465106,1273011.78,1273011.78,1
473,2.6117590290130455,1273011.78,1273011.78,1
474,2.585641438722915,1273011.78,1273011.78,1
475,2.559785024335686,1273011.78,1273011.78,1
476,2.534187174092329,1273011.78,1273011.78,1
477,2.5088453023514057,1273011.78,1273011.78,1
478,2.4837568493278916,1273011.78,1273011.78,1
479,2.4589192808346128,1273011.78,1273011.78,1
480,2.434330088026267,1273011.78,1273011.78,1
481,2.4099867871460043,1273011.78,1273011.78,1
482,2.385886919274544,1273011.78,1273011.78,1
483,2.3620280500817987,1273011.78,1273011.78,1
484,2.338407769580981,1273011.78,1273011.78,1
485,2.315023691885171,1273011.78,1273011.78,1
486,2.291873454966319,1273011.78,1273011.78,1
487,2.268954720416656,1273011.78,1273011.78,1
488,2.2462651732124894,1273011.78,1273011.78,1
489,2.2238025214803647,1273011.78,1273011.78,1
490,2.201564496265561,1273011.78,1273011.78,1
491,2.179548851302905,1273011.78,1273011.78,1
492,2.157753362789876,1273011.78,1273011.78,1
493,2.136175829161977,1273011.78,1273011.78,1
494,2.114814070870357,1273011.78,1273011.78,1
495,2.0936659301616536,1273011.78,1273011.78,1
496,2.072729270860037,1273011.78,1273011.78,1
497,2.0520019781514365,1273011.78,1273011.78,1
498,2.031481958369922,1273011.78,1273011.78,1
499,2.011167138786223,1273011.78,1273011.78,1
500,1.9910554673983607,1273011.78,1273011.78,1
501,1.971144912724377,1273011.78,1273011.78,1
502,1.951433463597133,1273011.78,1273011.78,1
503,1.9319191289611617,1273011.78,1273011.78,1
504,1.9125999376715501,1273011.78,1273011.78,1
505,1.8934739382948347,1273011.78,1273011.78,1
506,1.8745391989118863,1273011.78,1273011.78,1
507,1.8557938069227673,1273011.78,1273011.78,1
508,1.8372358688535395,1273011.78,1273011.78,1
509,1.8188635101650041,1273011.78,1273011.78,1
510,1.800674875063354,1273011.78,1273011.78,1
511,1.7826681263127206,1273011.78,1273011.78,1
512,1.7648414450495935,1273011.78,1273011.78,1
513,1.7471930305990975,1273011.78,1273011.78,1
514,1.7297211002931066,1273011.78,1273011.78,1
515,1.7124238892901755,1273011.78,1273011.78,1
516,1.6952996503972737,1273011.78,1273011.78,1
517,1.678346653893301,1273011.78,1273011.78,1
518,1.661563187354368,1273011.78,1273011.78,1
519,1.6449475554808242,1273011.78,1273011.78,1
520,1.6284980799260158,1273011.78,1273011.78,1
521,1.6122130991267556,1273011.78,1273011.78,1
522,1.596090968135488,1273011.78,1273011.78,1
523,1.5801300584541331,1273011.78,1273011.78,1
524,1.5643287578695917,1273011.78,1273011.78,1
525,1.5486854702908956,1273011.78,1273011.78,1
526,1.5331986155879866,1273011.78,1273011.78,1
527,1.5178666294321068,1273011.78,1273011.78,1
528,1.5026879631377856,1273011.78,1273011.78,1
529,1.4876610835064077,1273011.78,1273011.78,1
530,1.4727844726713435,1273011.78,1273011.78,1
531,1.45805662794463,1273011.78,1273011.78,1
532,1.4434760616651838,1273011.78,1273011.78,1
533,1.4290413010485319,1273011.78,1273011.78,1
534,1.4147508880380466,1273011.78,1273011.78,1
535,1.4006033791576662,1273011.78,1273011.78,1
536,1.3865973453660896,1273011.78,1273011.78,1
537,1.3727313719124288,1273011.78,1273011.78,1
538,1.3590040581933045,1273011.78,1273011.78,1
539,1.3454140176113714,1273011.78,1273011.78,1
540,1.3319598774352577,1273011.78,1273011.78,1
541,1.318640278660905,1273011.78,1273011.78,1
542,1.305453875874296,1273011.78,1273011.78,1
543,1.2923993371155529,1273011.78,1273011.78,1
544,1.2794753437443973,1273011.78,1273011.78,1
545,1.2666805903069533,1273011.78,1273011.78,1
546,1.254013784403884,1273011.78,1273011.78,1
547,1.241473646559845,1273011.78,1273011.78,1
548,1.2290589100942466,1273011.78,1273011.78,1
549,1.2167683209933042,1273011.78,1273011.78,1
550,1.2046006377833711,1273011.78,1273011.78,1
551,1.1925546314055373,1273011.78,1273011.78,1
552,1.180629085091482,1273011.78,1273011.78,1
553,1.1688227942405671,1273011.78,1273011.78,1
554,1.1571345662981614,1273011.78,1273011.78,1
555,1.1455632206351798,1273011.78,1273011.78,1
556,1.134107588428828,1273011.78,1273011.78,1
557,1.1227665125445399,1273011.78,1273011.78,1
558,1.1115388474190944,1273011.78,1273011.78,1
559,1.1004234589449033,1273011.78,1273011.78,1
560,1.0894192243554544,1273011.78,1273011.78,1
561,1.0785250321118998,1273011.78,1273011.78,1
562,1.0677397817907808,1273011.78,1273011.78,1
563,1.057062383972873,1273011.78,1273011.78,1
564,1.0464917601331443,1273011.78,1273011.78,1
565,1.0360268425318129,1273011.78,1273011.78,1
566,1.0256665741064948,1273011.78,1273011.78,1
567,1.0154099083654298,1273011.78,1273011.78,1
568,1.0052558092817754,1273011.78,1273011.78,1
569,0.9952032511889576,1273011.78,1273011.78,1
570,0.985251218677068,1273011.78,1273011.78,1
571,0.9753987064902974,1273011.78,1273011.78,1
572,0.9656447194253944,1273011.78,1273011.78,1
573,0.9559882722311405,1273011.78,1273011.78,1
574,0.946428389508829,1273011.78,1273011.78,1
575,0.9369641056137408,1273011.78,1273011.78,1
576,0.9275944645576033,1273011.78,1273011.78,1
577,0.9183185199120273,1273011.78,1273011.78,1
578,0.909135334712907,1273011.78,1273011.78,1
579,0.9000439813657779,1273011.78,1273011.78,1
580,0.8910435415521201,1273011.78,1273011.78,1
581,0.8821331061365989,1273011.78,1273011.78,1
582,0.8733117750752329,1273011.78,1273011.78,1
583,0.8645786573244806,1273011.78,1273011.78,1
584,0.8559328707512358,1273011.78,1273011.78,1
585,0.8473735420437234,1273011.78,1273011.78,1
586,0.8388998066232861,1273011.78,1273011.78,1
587,0.8305108085570533,1273011.78,1273011.78,1
588,0.8222057004714828,1273011.78,1273011.78,1
589,0.813983643466768,1273011.78,1273011.78,1
590,0.8058438070321003,1273011.78,1273011.78,1
591,0.7977853689617793,1273011.78,1273011.78,1
592,0.7898075152721615,1273011.78,1273011.78,1
593,0.7819094401194399,1269213.8800000001,1269213.8800000001,1
594,0.7740903457182454,1269213.8800000001,1269213.8800000001,1
595,0.7663494422610629,1269213.8800000001,1269213.8800000001,1
596,0.7586859478384523,1269213.8800000001,1269213.8800000001,1
597,0.7510990883600678,1269213.8800000001,1269213.8800000001,1
598,0.7435880974764671,1269213.8800000001,1269213.8800000001,1
599,0.7361522165017025,1269213.8800000001,1269213.8800000001,1
600,0.7287906943366854,1269213.8800000001,1269213.8800000001,1
601,0.7215027873933185,1269213.8800000001,1269213.8800000001,1
602,0.7142877595193853,1269213.8800000001,1269213.8800000001,1
603,0.7071448819241914,1269213.8800000001,1269213.8800000001,1
604,0.7000734331049495,1269213.8800000001,1269213.8800000001,1
605,0.6930726987739,1269213.8800000001,1269213.8800000001,1
606,0.686141971786161,1269213.8800000001,1269213.8800000001,1
607,0.6792805520682994,1269213.8800000001,1269213.8800000001,1
608,0.6724877465476164,1269213.8800000001,1269213.8800000001,1
609,0.6657628690821403,1269213.8800000001,1269213.8800000001,1
610,0.6591052403913189,1269213.8800000001,1269213.8800000001,1
611,0.6525141879874057,1269213.8800000001,1269213.8800000001,1
612,0.6459890461075316,1269213.8800000001,1269213.8800000001,1
613,0.6395291556464563,1269213.8800000001,1269213.8800000001,1
614,0.6331338640899917,1269213.8800000001,1269213.8800000001,1
615,0.6268025254490918,1269213.8800000001,1269213.8800000001,1
616,0.6205345001946009,1269213.8800000001,1269213.8800000001,1
617,0.6143291551926549,1269213.8800000001,1269213.8800000001,1
618,0.6081858636407284,1269213.8800000001,1269213.8800000001,1
619,0.602104005004321,1269213.8800000001,1269213.8800000001,1
620,0.5960829649542778,1269213.8800000001,1269213.8800000001,1
621,0.590122135304735,1269213.8800000001,1269213.8800000001,1
622,0.5842209139516876,1269213.8800000001,1269213.8800000001,1
623,0.5783787048121708,1269213.8800000001,1269213.8800000001,1
624,0.5725949177640491,1269213.8800000001,1269213.8800000001,1
625,0.5668689685864087,1269213.8800000001,1269213.8800000001,1
626,0.5612002789005446,1269213.8800000001,1269213.8800000001,1
627,0.5555882761115392,1269213.8800000001,1269213.8800000001,1
628,0.5500323933504238,1269213.8800000001,1269213.8800000001,1
629,0.5445320694169196,1269213.8800000001,1269213.8800000001,1
630,0.5390867487227503,1269213.8800000001,1269213.8800000001,1
631,0.5336958812355228,1269213.8800000001,1269213.8800000001,1
632,0.5283589224231676,1269213.8800000001,1269213.8800000001,1
633,0.523075333198936,1269213.8800000001,1269213.8800000001,1
634,0.5178445798669465,1269213.8800000001,1269213.8800000001,1
635,0.5126661340682771,1269213.8800000001,1269213.8800000001,1
636,0.5075394727275944,1269213.8800000001,1269213.8800000001,1
637,0.5024640780003184,1269213.8800000001,1269213.8800000001,1
638,0.49743943722031525,1269213.8800000001,1269213.8800000001,1
639,0.4924650428481121,1269213.8800000001,1269213.8800000001,1
640,0.487540392419631,1269213.8800000001,1269213.8800000001,1
641,0.48266498849543465,1269213.8800000001,1269213.8800000001,1
642,0.4778383386104803,1269213.8800000001,1269213.8800000001,1
643,0.4730599552243755,1269213.8800000001,1269213.8800000001,1
644,0.46832935567213174,1269213.8800000001,1269213.8800000001,1
645,0.46364606211541043,1269213.8800000001,1269213.8800000001,1
646,0.45900960149425635,1269213.8800000001,1269213.8800000001,1
647,0.45441950547931376,1269213.8800000001,1269213.8800000001,1
648,0.4498753104245206,1269213.8800000001,1269213.8800000001,1
649,0.4453765573202754,1269213.8800000001,1269213.8800000001,1
650,0.44092279174707266,1269213.8800000001,1269213.8800000001,1
651,0.43651356382960194,1269213.8800000001,1269213.8800000001,1
652,0.4321484281913059,1269213.8800000001,1269213.8800000001,1
653,0.42782694390939285,1269213.8800000001,1269213.8800000001,1
654,0.4235486744702989,1269213.8800000001,1269213.8800000001,1
655,0.41931318772559595,1269213.8800000001,1269213.8800000001,1
656,0.41512005584834,1269213.8800000001,1269213.8800000001,1
657,0.4109688552898566,1269213.8800000001,1269213.8800000001,1
658,0.40685916673695804,1269213.8800000001,1269213.8800000001,1
659,0.4027905750695885,1269213.8800000001,1269213.8800000001,1
660,0.3987626693188926,1269213.8800000001,1269213.8800000001,1
661,0.3947750426257037,1269213.8800000001,1269213.8800000001,1
662,0.3908272921994466,1269213.8800000001,1269213.8800000001,1
663,0.38691901927745215,1269213.8800000001,1269213.8800000001,1
664,0.3830498290846776,1269213.8800000001,1269213.8800000001,1
665,0.3792193307938308,1269213.8800000001,1269213.8800000001,1
666,0.3754271374858925,1269213.8800000001,1269213.8800000001,1
667,0.37167286611103356,1269213.8800000001,1269213.8800000001,1
668,0.3679561374499232,1269213.8800000001,1269213.8800000001,1
669,0.36427657607542396,1269213.8800000001,1269213.8800000001,1
670,0.36063381031466973,1269213.8800000001,1269213.8800000001,1
671,0.35702747221152303,1269213.8800000001,1269213.8800000001,1
672,0.3534571974894078,1269213.8800000001,1269213.8800000001,1
673,0.3499226255145137,1269213.8800000001,1269213.8800000001,1
674,0.34642339925936855,1269213.8800000001,1269213.8800000001,1
675,0.34295916526677483,1269213.8800000001,1269213.8800000001,1
676,0.33952957361410707,1269213.8800000001,1269213.8800000001,1
677,0.336134277877966,1269213.8800000001,1269213.8800000001,1
678,0.3327729350991864,1269213.8800000001,1269213.8800000001,1
679,0.3294452057481945,1269213.8800000001,1269213.8800000001,1
680,0.32615075369071256,1269213.8800000001,1269213.8800000001,1
681,0.32288924615380543,1269213.8800000001,1269213.8800000001,1
682,0.31966035369226736,1269213.8800000001,1269213.8800000001,1
683,0.31646375015534467,1269213.8800000001,1269213.8800000001,1
684,0.31329911265379123,1269213.8800000001,1269213.8800000001,1
685,0.3101661215272533,1269213.8800000001,1269213.8800000001,1
686,0.30706446031198076,1269213.8800000001,1269213.8800000001,1
687,0.30399381570886097,1269213.8800000001,1269213.8800000001,1
688,0.30095387755177233,1269213.8800000001,1269213.8800000001,1
689,0.2979443387762546,1269213.8800000001,1269213.8800000001,1
690,0.294964895388492,1269213.8800000001,1269213.8800000001,1
691,0.2920152464346071,1269213.8800000001,1269213.8800000001,1
692,0.289095093970261,1269213.8800000001,1269213.8800000001,1
693,0.2862041430305584,1269213.8800000001,1269213.8800000001,1
694,0.2833421016002528,1269213.8800000001,1269213.8800000001,1
695,0.28050868058425027,1269213.8800000001,1269213.8800000001,1
696,0.27770359377840775,1269213.8800000001,1269213.8800000001,1
697,0.2749265578406237,1269213.8800000001,1269213.8800000001,1
698,0.2721772922622175,1269213.8800000001,1269213.8800000001,1
699,0.26945551933959533,1269213.8800000001,1269213.8800000001,1
700,0.2667609641461994,1269213.8800000001,1269213.8800000001,1
701,0.26409335450473737,1269213.8800000001,1269213.8800000001,1
702,0.26145242095969,1269213.8800000001,1269213.8800000001,1
703,0.2588378967500931,1269213.8800000001,1269213.8800000001,1
704,0.2562495177825922,1269213.8800000001,1269213.8800000001,1
705,0.2536870226047663,1269213.8800000001,1269213.8800000001,1
706,0.2511501523787186,1269213.8800000001,1269213.8800000001,1
707,0.24863865085493145,1269213.8800000001,1269213.8800000001,1
708,0.24615226434638213,1269213.8800000001,1269213.8800000001,1
709,0.2436907417029183,1269213.8800000001,1269213.8800000001,1
710,0.24125383428588912,1269213.8800000001,1269213.8800000001,1
711,0.23884129594303022,1269213.8800000001,1269213.8800000001,1
712,0.23645288298359993,1269213.8800000001,1269213.8800000001,1
713,0.23408835415376392,1269213.8800000001,1269213.8800000001,1
714,0.23174747061222628,1269213.8800000001,1269213.8800000001,1
715,0.22942999590610402,1269213.8800000001,1269213.8800000001,1
716,0.22713569594704297,1269213.8800000001,1269213.8800000001,1
717,0.22486433898757255,1269213.8800000001,1269213.8800000001,1
718,0.2226156955976968,1269213.8800000001,1269213.8800000001,1
719,0.22038953864171984,1269213.8800000001,1269213.8800000001,1
720,0.21818564325530265,1269213.8800000001,1269213.8800000001,1
721,0.21600378682274962,1269213.8800000001,1269213.8800000001,1
722,0.21384374895452213,1269213.8800000001,1269213.8800000001,1
723,0.2117053114649769,1269213.8800000001,1269213.8800000001,1
724,0.20958825835032713,1269213.8800000001,1269213.8800000001,1
725,0.20749237576682386,1269213.8800000001,1269213.8800000001,1
726,0.20541745200915562,1269213.8800000001,1269213.8800000001,1
727,0.20336327748906408,1269213.8800000001,1269213.8800000001,1
728,0.20132964471417344,1269213.8800000001,1269213.8800000001,1
729,0.1993163482670317,1269213.8800000001,1269213.8800000001,1
730,0.1973231847843614,1269213.8800000001,1269213.8800000001,1
731,0.19534995293651777,1269213.8800000001,1269213.8800000001,1
732,0.19339645340715259,1269213.8800000001,1269213.8800000001,1
733,0.19146248887308107,1269213.8800000001,1269213.8800000001,1
734,0.18954786398435025,1269213.8800000001,1269213.8800000001,1
735,0.18765238534450673,1269213.8800000001,1269213.8800000001,1
736,0.18577586149106168,1269213.8800000001,1269213.8800000001,1
737,0.18391810287615107,1269213.8800000001,1269213.8800000001,1
738,0.18207892184738955,1269213.8800000001,1269213.8800000001,1
739,0.18025813262891566,1269213.8800000001,1269213.8800000001,1
740,0.1784555513026265,1269213.8800000001,1269213.8800000001,1
741,0.17667099578960024,1269213.8800000001,1269213.8800000001,1
742,0.17490428583170423,1269213.8800000001,1269213.8800000001,1
743,0.1731552429733872,1269213.8800000001,1269213.8800000001,1
744,0.1714236905436533,1269213.8800000001,1269213.8800000001,1
745,0.16970945363821677,1269213.8800000001,1269213.8800000001,1
746,0.1680123591018346,1269213.8800000001,1269213.8800000001,1
747,0.16633223551081625,1269213.8800000001,1269213.8800000001,1
748,0.16466891315570809,1269213.8800000001,1269213.8800000001,1
749,0.163022224024151,1269213.8800000001,1269213.8800000001,1
750,0.1613920017839095,1269213.8800000001,1269213.8800000001,1
751,0.1597780817660704,1269213.8800000001,1269213.8800000001,1
752,0.15818030094840968,1269213.8800000001,1269213.8800000001,1
753,0.15659849793892558,1269213.8800000001,1269213.8800000001,1
754,0.15503251295953632,1269213.8800000001,1269213.8800000001,1
755,0.15348218782994097,1269213.8800000001,1269213.8800000001,1
756,0.15194736595164157,1269213.8800000001,1269213.8800000001,1
757,0.15042789229212516,1269213.8800000001,1269213.8800000001,1
758,0.1489236133692039,1269213.8800000001,1269213.8800000001,1
759,0.14743437723551187,1269213.8800000001,1269213.8800000001,1
760,0.14596003346315675,1269213.8800000001,1269213.8800000001,1
761,0.14450043312852517,1269213.8800000001,1269213.8800000001,1
762,0.14305542879723993,1269213.8800000001,1269213.8800000001,1
763,0.14162487450926753,1269213.8800000001,1269213.8800000001,1
764,0.14020862576417487,1269213.8800000001,1269213.8800000001,1
765,0.13880653950653313,1269213.8800000001,1269213.8800000001,1
766,0.1374184741114678,1269213.8800000001,1269213.8800000001,1
767,0.13604428937035312,1269213.8800000001,1269213.8800000001,1
768,0.13468384647664958,1269213.8800000001,1269213.8800000001,1
769,0.13333700801188308,1269213.8800000001,1269213.8800000001,1
770,0.13200363793176426,1269213.8800000001,1269213.8800000001,1
771,0.1306836015524466,1269213.8800000001,1269213.8800000001,1
772,0.12937676553692212,1269213.8800000001,1269213.8800000001,1
773,0.1280829978815529,1269213.8800000001,1269213.8800000001,1
774,0.12680216790273735,1269213.8800000001,1269213.8800000001,1
775,0.12553414622370998,1269213.8800000001,1269213.8800000001,1
776,0.12427880476147288,1269213.8800000001,1269213.8800000001,1
777,0.12303601671385815,1269213.8800000001,1269213.8800000001,1
778,0.12180565654671957,1269213.8800000001,1269213.8800000001,1
779,0.12058759998125237,1269213.8800000001,1269213.8800000001,1
780,0.11938172398143986,1269213.8800000001,1269213.8800000001,1
781,0.11818790674162545,1269213.8800000001,1269213.8800000001,1
782,0.1170060276742092,1269213.8800000001,1269213.8800000001,1
783,0.11583596739746711,1269213.8800000001,1269213.8800000001,1
784,0.11467760772349245,1269213.8800000001,1269213.8800000001,1
785,0.11353083164625752,1269213.8800000001,1269213.8800000001,1
786,0.11239552332979494,1269213.8800000001,1269213.8800000001,1
787,0.11127156809649699,1269213.8800000001,1269213.8800000001,1
788,0.11015885241553203,1269213.8800000001,1269213.8800000001,1
789,0.10905726389137671,1269213.8800000001,1269213.8800000001,1
790,0.10796669125246294,1269213.8800000001,1269213.8800000001,1
791,0.10688702433993831,1269213.8800000001,1269213.8800000001,1
792,0.10581815409653893,1269213.8800000001,1269213.8800000001,1
793,0.10475997255557354,1269213.8800000001,1269213.8800000001,1
794,0.1037123728300178,1269213.8800000001,1269213.8800000001,1
795,0.10267524910171762,1269213.8800000001,1269213.8800000001,1
796,0.10164849661070044,1269213.8800000001,1269213.8800000001,1
797,0.10063201164459343,1269213.8800000001,1269213.8800000001,1
798,0.09962569152814749,1269213.8800000001,1269213.8800000001,1
799,0.09862943461286601,1269213.8800000001,1269213.8800000001,1
800,0.09764314026673734,1269213.8800000001,1269213.8800000001,1
801,0.09666670886406997,1269213.8800000001,1269213.8800000001,1
802,0.09570004177542928,1269213.8800000001,1269213.8800000001,1
803,0.09474304135767499,1269213.8800000001,1269213.8800000001,1
804,0.09379561094409823,1269213.8800000001,1269213.8800000001,1
805,0.09285765483465724,1269213.8800000001,1269213.8800000001,1
806,0.09192907828631067,1269213.8800000001,1269213.8800000001,1
807,0.09100978750344756,1269213.8800000001,1269213.8800000001,1
808,0.09009968962841308,1269213.8800000001,1269213.8800000001,1
809,0.08919869273212895,1269213.8800000001,1269213.8800000001,1
810,0.08830670580480766,1269213.8800000001,1269213.8800000001,1
811,0.08742363874675958,1269213.8800000001,1269213.8800000001,1
812,0.08654940235929198,1269213.8800000001,1269213.8800000001,1
813,0.08568390833569907,1269213.8800000001,1269213.8800000001,1
814,0.08482706925234208,1269213.8800000001,1269213.8800000001,1
815,0.08397879855981866,1269213.8800000001,1269213.8800000001,1
